SKU,Link,Product Name,Features,Description 
E10ST,https://atrendusa.com/products/e10st-10-single-truck-sealed,"E10ST - 10"" Single Truck Sealed - 1 Inch Faceplate
","[<ul>
<li>Wedge Shape Enclosure is ideal for tight room applications such as behind or under the seat on pickup trucks and SUV’s. </li>
<li>1” High Grade MDF Front Baffle for Ultimate structural rigidity and no-flex construction.</li>
<li>Enclosure Dimensions: Dimensions Sub cut out:9.125”, mounting depth: 5.25”, Height: 15.25”, Width: 19.625”, Depth 1 (bottom): 8.25”Depth 2 (top): 5”</li>
<li>Pro Tuned Designed for optimum bass response and low frequency reproduction which is ideal for high power or sound quality subwoofers.</li>
<li>CNC Miter &amp; Dado design and construction for the ultimate in air tight precision fit of all parts which ensures a rattle and noise free environment.</li>
<li>Recessed Side Panels increases structural integrity, eliminates unwanted flex and vibration.</li>
<li>Specially Formulated Aliphatic Wood Glue to ensure an airtight seal between all MDF parts with a second application of glue around all internal joints after final assembly.</li>
<li>Pneumatic Applied Brad Nails to pull tight and hold the MDF parts during the glue drying process and help assure a no-leak, no-rattle air chamber.</li>
<li>Premium OEM Grade Carpeting for factory look and durability.</li>
</ul>, <ul>
<li>Mitered Edge Construction Provides A Cleaner Finish and a Tighter Seal</li>
<li>Miter Joints Feature Over 41% More Surface Area Compared to a Traditional Butt Joint</li>
<li>More Surface Area Translates Into A Stronger Bond</li>
<li>Dado Joints Offer An 80% Increase in Surface Area Compared to Traditional Butt Joints</li>
<li>Unsurpassed Shear Strength To Withstand Even The Hardest Hitting Subwoofers</li>
<li>Precise, High Quality Fit and Finish</li>
</ul>]","[<p>Why Choose Bbox by Atrend?</p>, <p>From design to delivery, Bbox products are tested vigorously to ensure sound quality and accurate engineering. Working with only the latest in computer automated software and machinery, Atrend continues to be a trend setter in the marketplace. Atrend delivers quality results by utilizing only the most efficient engineering and manufacturing processes.</p>, <p>Miter &amp; Dado Construction</p>, <p>All of our Atrend and Bbox subwoofer enclosures are engineered and constructed to be the strongest on the market. Our outside panels feature our signature Miter and Dado construction, which adds extra reinforcement and structural integrity to our subwoofer enclosures. Ultimately, these construction techniques provide unsurpassed build and sound quality in Bbox enclosures.</p>, <p>Attention to Detail</p>, <p>MDF Construction &amp; Appeal - Most Bbox products feature high-quality 1"" MDF Face Baffle allowing for panels to withstand even heavier subwoofers</p>, <p>Atrend's Trick Glue - Our Enclosures are built using Atrend's special blend of Trick Glue for up to 3600 PSI of holding ability while maintaining a flexible and durable seal.</p>, <p>Premium Charcoal Carpet &amp; Terminal Cups - Premium Charcoal Carpet to match the interior of most vehicles along with premium spring-loaded terminal cups is standard on all Atrend branded product.</p>]"
E10SV,https://atrendusa.com/products/e10sv-10-single-vented,"E10SV - 10"" Single Vented - 1 Inch Faceplate
","[<ul>
<li style=""font-weight: 400;"">Pro Tuned<span style=""font-weight: 400;""> 10” Single Vented subwoofer enclosure designed for optimum bass response and low-frequency reproduction which is ideal for high power or sound quality subwoofers.</span>
</li>
<li style=""font-weight: 400;"">1” High-Grade MDF Front Baffle <span style=""font-weight: 400;"">for Ultimate structural rigidity and no-flex construction.</span>
</li>
<li style=""font-weight: 400;"">0.82 Cubic Feet Net Volume <span style=""font-weight: 400;"">internal air space is ideal for tight accurate bass reproduction.</span>
</li>
<li style=""font-weight: 400;"">CNC Miter &amp; Dado <span style=""font-weight: 400;"">design and construction for the ultimate in an airtight precision fit of all parts which ensures a rattle and noise-free environment.</span>
</li>
<li style=""font-weight: 400;"">Recessed Side Panels <span style=""font-weight: 400;"">increase structural integrity,</span> <span style=""font-weight: 400;"">eliminates unwanted flex and vibration.</span>
</li>
<li style=""font-weight: 400;"">Specially Formulated Aliphatic Wood Glue <span style=""font-weight: 400;"">to ensure an airtight seal between all MDF parts with a second application of glue around all internal joints after final assembly.</span>
</li>
<li style=""font-weight: 400;"">Pneumatic Applied Brad Nails <span style=""font-weight: 400;"">to pull tight and hold the MDF parts during the glue drying process and help assure a no-leak, no-rattle air chamber.</span>
</li>
<li style=""font-weight: 400;"">Premium OEM Grade Carpeting <span style=""font-weight: 400;"">for factory look and durability.</span>
</li>
<li style=""font-weight: 400;"">Enclosure Dimensions <span style=""font-weight: 400;"">Sub cut out: 9.125”, mounting depth: 11.5”, Height: 11.75”, Width: 16.25”, Depth: 15.25”</span>
</li>
</ul>]","[<p><strong><a href=""https://cdn.shopify.com/s/files/1/0494/3577/1042/files/crew_vs_extended_cab_pickup_truck_cab_styles.pdf"">TRUCK CAB GUIDE</a></strong></p>, <p><strong><b>Bbox E10SV Pro-Series 10” Single Vented Subwoofer Enclosure</b></strong></p>]"
E12DSV,https://atrendusa.com/products/e12dsv-12-dual-vented-shared,"E12DSV - 12"" Dual Vented Shared Chamber - 1 Inch Faceplate
","[<ul>
<li style=""font-weight: 400;"">Pro Tuned<span style=""font-weight: 400;""> 12” Dual Vented (shared air space) subwoofer enclosure designed for optimum bass response and low-frequency reproduction which is ideal for high power or sound quality subwoofers.</span>
</li>
<li style=""font-weight: 400;"">1” High-Grade MDF Front Baffle <span style=""font-weight: 400;"">for Ultimate structural rigidity and no-flex construction.</span>
</li>
<li style=""font-weight: 400;"">2.63 Cubic Feet Net Volume <span style=""font-weight: 400;"">internal air space (1.32 cu. ft. per sub) is ideal for tight accurate bass reproduction.</span>
</li>
<li style=""font-weight: 400;"">CNC Miter &amp; Dado <span style=""font-weight: 400;"">design and construction for the ultimate in an airtight precision fit of all parts which ensures a rattle and noise-free environment.</span>
</li>
<li style=""font-weight: 400;"">Recessed Side Panels <span style=""font-weight: 400;"">increase structural integrity,</span> <span style=""font-weight: 400;"">eliminates unwanted flex and vibration.</span>
</li>
<li style=""font-weight: 400;"">Specially Formulated Aliphatic Wood Glue <span style=""font-weight: 400;"">to ensure an airtight seal between all MDF parts with a second application of glue around all internal joints after final assembly.</span>
</li>
<li style=""font-weight: 400;"">Pneumatic Applied Brad Nails <span style=""font-weight: 400;"">to pull tight and hold the MDF parts during the glue drying process and help assure a no-leak, no-rattle air chamber.</span>
</li>
<li style=""font-weight: 400;"">Premium OEM Grade Carpeting <span style=""font-weight: 400;"">for factory look and durability.</span>
</li>
<li style=""font-weight: 400;"">Enclosure Dimensions <span style=""font-weight: 400;"">Sub cut out: 11.125”, mounting depth: 16.75”, Height: 13.75”, Width: 30.25”, Depth: 17.5”</span>
</li>
</ul>]","[<p><strong><a href=""https://cdn.shopify.com/s/files/1/0494/3577/1042/files/crew_vs_extended_cab_pickup_truck_cab_styles.pdf"">TRUCK CAB GUIDE</a></strong></p>, <p><strong><b>Bbox E12DSV Pro-Series 12” Dual Vented Subwoofer Enclosure</b></strong></p>]"
E12DT,https://atrendusa.com/products/e12dt-12-dual-truck-sealed-1,"E12DT - 12"" Dual Truck Sealed - 1 Inch Faceplate
","[<ul>
<li style=""font-weight: 400;"">Pro Tuned<span style=""font-weight: 400;""> 12” Dual sealed subwoofer enclosure designed for optimum bass response and low-frequency reproduction which is ideal for lower profile sound quality subwoofers.</span>
</li>
<li style=""font-weight: 400;"">Wedge Shape Enclosure <span style=""font-weight: 400;"">is ideal for tight room applications such as behind or under the seat on pickup trucks and SUV’s.</span>
</li>
<li style=""font-weight: 400;"">1” High-Grade MDF Front Baffle <span style=""font-weight: 400;"">for Ultimate structural rigidity and no-flex construction.</span>
</li>
<li style=""font-weight: 400;"">1 Cubic Feet Net Volume <span style=""font-weight: 400;"">internal air space per sub is ideal for tight accurate bass reproduction.</span>
</li>
<li style=""font-weight: 400;"">CNC Miter &amp; Dado <span style=""font-weight: 400;"">design and construction for the ultimate in an airtight precision fit of all parts which ensures a rattle and noise-free environment.</span>
</li>
<li style=""font-weight: 400;"">Recessed Side Panels <span style=""font-weight: 400;"">increase structural integrity,</span> <span style=""font-weight: 400;"">eliminates unwanted flex and vibration.</span>
</li>
<li style=""font-weight: 400;"">Specially Formulated Aliphatic Wood Glue <span style=""font-weight: 400;"">to ensure an airtight seal between all MDF parts with a second application of glue around all internal joints after final assembly.</span>
</li>
<li style=""font-weight: 400;"">Pneumatic Applied Brad Nails <span style=""font-weight: 400;"">to pull tight and hold the MDF parts during the glue drying process and help assure a no-leak, no-rattle air chamber.</span>
</li>
<li style=""font-weight: 400;"">Premium OEM Grade Carpeting <span style=""font-weight: 400;"">for factory look and durability.</span>
</li>
<li style=""font-weight: 400;"">Enclosure Dimensions <span style=""font-weight: 400;"">Sub cut out: 11.125”, Mounting Depth: 5.5”, Height: 15.25”, Width: 48”, Top Depth: 5.25”, Bottom Depth: 8.5”</span>
</li>
</ul>]","[<p><strong><a href=""https://cdn.shopify.com/s/files/1/0494/3577/1042/files/crew_vs_extended_cab_pickup_truck_cab_styles.pdf"">TRUCK CAB GUIDE</a></strong></p>, <p><strong><b>Bbox E12DT Pro-Series 12” Dual Sealed / Wedge Shaped Truck Subwoofer Enclosure</b></strong></p>]"
E12DV,https://atrendusa.com/products/e12dv-12-dual-vented-divided,"E12DV - 12"" Dual Vented Divided Chamber - 1 Inch Faceplate
","[<ul>
<li style=""font-weight: 400;"">Pro Tuned<span style=""font-weight: 400;""> 12” Dual Vented (divided air space) subwoofer enclosure designed for optimum bass response and low-frequency reproduction which is ideal for high power or sound quality subwoofers.</span>
</li>
<li style=""font-weight: 400;"">1” High-Grade MDF Front Baffle <span style=""font-weight: 400;"">for Ultimate structural rigidity and no-flex construction.</span>
</li>
<li style=""font-weight: 400;"">1 Cubic Feet Net Volume <span style=""font-weight: 400;"">internal air space per sub is ideal for tight accurate bass reproduction.</span>
</li>
<li style=""font-weight: 400;"">CNC Miter &amp; Dado <span style=""font-weight: 400;"">design and construction for the ultimate in an airtight precision fit of all parts which ensures a rattle and noise-free environment.</span>
</li>
<li style=""font-weight: 400;"">Recessed Side Panels <span style=""font-weight: 400;"">increase structural integrity,</span> <span style=""font-weight: 400;"">eliminates unwanted flex and vibration.</span>
</li>
<li style=""font-weight: 400;"">Specially Formulated Aliphatic Wood Glue <span style=""font-weight: 400;"">to ensure an airtight seal between all MDF parts with a second application of glue around all internal joints after final assembly.</span>
</li>
<li style=""font-weight: 400;"">Pneumatic Applied Brad Nails <span style=""font-weight: 400;"">to pull tight and hold the MDF parts during the glue drying process and help assure a no-leak, no-rattle air chamber.</span>
</li>
<li style=""font-weight: 400;"">Premium OEM Grade Carpeting <span style=""font-weight: 400;"">for factory look and durability.</span>
</li>
<li style=""font-weight: 400;"">Enclosure Dimensions <span style=""font-weight: 400;"">Sub Cut Out: 11.125”, Mounting Depth: 5.5.”, Height: 15.25”, Width: 48”, Bottom Depth: 8.5”, Top Depth: 5.25”</span>
</li>
</ul>]","[<p><strong><a href=""https://cdn.shopify.com/s/files/1/0494/3577/1042/files/crew_vs_extended_cab_pickup_truck_cab_styles.pdf"">TRUCK CAB GUIDE</a></strong></p>, <p><strong><b>Bbox E12DV Pro-Series 12” Dual Vented-Divided Subwoofer Enclosure</b></strong></p>]"
E12ST,https://atrendusa.com/products/e12st-12-single-truck-sealed,"E12ST - 12"" Single Truck Sealed - 1 Inch Faceplate
","[<ul>
<li>Wedge Shape Enclosure is ideal for tight room applications such as behind or under the seat on pickup trucks and SUV’s. </li>
<li>1” High Grade MDF Front Baffle for Ultimate structural rigidity and no-flex construction.</li>
<li>Enclosure Dimensions: Dimensions Sub cut out:11.125”, mounting depth: 5.25”, Height: 15.25”, Width: 19.625”, Depth 1 (bottom): 8.25”Depth 2 (top): 5”</li>
<li>Pro Tuned Designed for optimum bass response and low frequency reproduction which is ideal for high power or sound quality subwoofers.</li>
<li>CNC Miter &amp; Dado design and construction for the ultimate in air tight precision fit of all parts which ensures a rattle and noise free environment.</li>
<li>Recessed Side Panels increases structural integrity, eliminates unwanted flex and vibration.</li>
<li>Specially Formulated Aliphatic Wood Glue to ensure an airtight seal between all MDF parts with a second application of glue around all internal joints after final assembly.</li>
<li>Pneumatic Applied Brad Nails to pull tight and hold the MDF parts during the glue drying process and help assure a no-leak, no-rattle air chamber.</li>
<li>Premium OEM Grade Carpeting for factory look and durability.</li>
</ul>, <ul>
<li>Mitered Edge Construction Provides A Cleaner Finish and a Tighter Seal</li>
<li>Miter Joints Feature Over 41% More Surface Area Compared to a Traditional Butt Joint</li>
<li>More Surface Area Translates Into A Stronger Bond</li>
<li>Dado Joints Offer An 80% Increase in Surface Area Compared to Traditional Butt Joints</li>
<li>Unsurpassed Shear Strength To Withstand Even The Hardest Hitting Subwoofers</li>
<li>Precise, High Quality Fit and Finish</li>
</ul>]","[<p>Why Choose Bbox by Atrend?</p>, <p>From design to delivery, Bbox products are tested vigorously to ensure sound quality and accurate engineering. Working with only the latest in computer automated software and machinery, Atrend continues to be a trend setter in the marketplace. Atrend delivers quality results by utilizing only the most efficient engineering and manufacturing processes.</p>, <p>Miter &amp; Dado Construction</p>, <p>All of our Atrend and Bbox subwoofer enclosures are engineered and constructed to be the strongest on the market. Our outside panels feature our signature Miter and Dado construction, which adds extra reinforcement and structural integrity to our subwoofer enclosures. Ultimately, these construction techniques provide unsurpassed build and sound quality in Bbox enclosures.</p>, <p>Attention to Detail</p>, <p>MDF Construction &amp; Appeal - Most Bbox products feature high-quality 1"" MDF Face Baffle allowing for panels to withstand even heavier subwoofers</p>, <p>Atrend's Trick Glue - Our Enclosures are built using Atrend's special blend of Trick Glue for up to 3600 PSI of holding ability while maintaining a flexible and durable seal.</p>, <p>Premium Charcoal Carpet &amp; Terminal Cups - Premium Charcoal Carpet to match the interior of most vehicles along with premium spring-loaded terminal cups is standard on all Atrend branded product.</p>]"
E12SV,https://atrendusa.com/products/e12sv-12-single-vented,"E12SV - 12"" Single Vented
","[<ul>
<li data-mce-style=""font-weight: 400;"" style=""font-weight: 400;"">Pro Tuned 12” Single Vented subwoofer enclosure designed for optimum bass response and low-frequency reproduction.</li>
<li data-mce-style=""font-weight: 400;"" style=""font-weight: 400;"">1” High-Grade MDF Front Baffle for Ultimate structural rigidity and no-flex construction.</li>
<li data-mce-style=""font-weight: 400;"" style=""font-weight: 400;"">1.12 Cubic Feet Net Volume internal air space is ideal for high power subs tuned at 37.8Hz. </li>
<li data-mce-style=""font-weight: 400;"" style=""font-weight: 400;"">CNC Miter &amp; Dado design and construction for the ultimate in an airtight precision fit of all parts which ensures a rattle and noise-free environment.</li>
<li data-mce-style=""font-weight: 400;"" style=""font-weight: 400;"">Recessed Side Panels increase structural integrity, eliminates unwanted flex and vibration.</li>
<li data-mce-style=""font-weight: 400;"" style=""font-weight: 400;"">Specially Formulated Aliphatic Wood Glue to ensure an airtight seal between all MDF parts with a second application of glue around all internal joints after final assembly.</li>
<li data-mce-style=""font-weight: 400;"" style=""font-weight: 400;"">Pneumatic Applied Brad Nails to pull tight and hold the MDF parts during the glue drying process and help assure a no-leak, no-rattle air chamber.</li>
<li data-mce-style=""font-weight: 400;"" style=""font-weight: 400;"">Premium OEM Grade Carpeting for factory look and durability.</li>
<li data-mce-style=""font-weight: 400;"" style=""font-weight: 400;"">Enclosure Dimensions Mounting Depth:13.875”, Sub cut out: 11.125”, Height: 13.625”, Width: 16”, Depth: 17.375”</li>
</ul>]","[<p><strong><a data-mce-href=""https://cdn.shopify.com/s/files/1/0494/3577/1042/files/crew_vs_extended_cab_pickup_truck_cab_styles.pdf"" href=""https://cdn.shopify.com/s/files/1/0494/3577/1042/files/crew_vs_extended_cab_pickup_truck_cab_styles.pdf"">TRUCK CAB GUIDE</a></strong></p>, <p><strong><b>Bbox E12SV Pro-Series 12” Single Vented Subwoofer Enclosure</b></strong></p>]"
E15S,https://atrendusa.com/products/e15s-15-single-sealed,"E15S - 15"" Single Sealed - 1 Inch Faceplate
","[<ul>
<li style=""font-weight: 400;"">Pro Tuned 15” Single sealed subwoofer enclosure designed for optimum bass response and low-frequency reproduction which is ideal for lower profile sound quality subwoofers.</li>
<li style=""font-weight: 400;"">1” High-Grade MDF Front Baffle for Ultimate structural rigidity and no-flex construction.</li>
<li style=""font-weight: 400;"">2 Cubic Feet Net Volume internal air space is ideal for tight accurate bass reproduction.</li>
<li style=""font-weight: 400;"">CNC Miter &amp; Dado design and construction for the ultimate in an airtight precision fit of all parts which ensures a rattle and noise-free environment.</li>
<li style=""font-weight: 400;"">Recessed Side Panels increase structural integrity, eliminates unwanted flex and vibration.</li>
<li style=""font-weight: 400;"">Specially Formulated Aliphatic Wood Glue to ensure an airtight seal between all MDF parts with a second application of glue around all internal joints after final assembly.</li>
<li style=""font-weight: 400;"">Pneumatic Applied Brad Nails to pull tight and hold the MDF parts during the glue drying process and help assure a no-leak, no-rattle air chamber.</li>
<li style=""font-weight: 400;"">Premium OEM Grade Carpeting for factory look and durability.</li>
<li style=""font-weight: 400;"">Enclosure Dimensions Sub Cut Out: 14”, Mounting Depth: 14.25”, Height: 16.25”, Width: 18”, Depth: 14.75”</li>
</ul>]","[<p><strong><a href=""https://cdn.shopify.com/s/files/1/0494/3577/1042/files/crew_vs_extended_cab_pickup_truck_cab_styles.pdf"">TRUCK CAB GUIDE</a></strong></p>, <p><strong><b>Bbox E15S Pro-Series 15” Single Sealed / Wedge Shape Subwoofer Enclosure</b></strong></p>]"
E15SV,https://atrendusa.com/products/e15sv-15-single-vented,"E15SV - 15"" Single Vented - 1 Inch Faceplate
","[<ul>
<li style=""font-weight: 400;"">Pro Tuned<span style=""font-weight: 400;""> 15” Single Vented subwoofer enclosure designed for optimum bass response and low-frequency reproduction.</span>
</li>
<li style=""font-weight: 400;"">1” High-Grade MDF Front Baffle <span style=""font-weight: 400;"">for Ultimate structural rigidity and no-flex construction.</span>
</li>
<li style=""font-weight: 400;"">2 Cubic Feet Net Volume <span style=""font-weight: 400;"">internal air space is ideal for high power subs tuned at 32Hz. </span>
</li>
<li style=""font-weight: 400;"">CNC Miter &amp; Dado <span style=""font-weight: 400;"">design and construction for the ultimate in an airtight precision fit of all parts which ensures a rattle and noise-free environment.</span>
</li>
<li style=""font-weight: 400;"">Recessed Side Panels <span style=""font-weight: 400;"">increase structural integrity,</span> <span style=""font-weight: 400;"">eliminates unwanted flex and vibration.</span>
</li>
<li style=""font-weight: 400;"">Specially Formulated Aliphatic Wood Glue <span style=""font-weight: 400;"">to ensure an airtight seal between all MDF parts with a second application of glue around all internal joints after final assembly.</span>
</li>
<li style=""font-weight: 400;"">Pneumatic Applied Brad Nails <span style=""font-weight: 400;"">to pull tight and hold the MDF parts during the glue drying process and help assure a no-leak, no-rattle air chamber.</span>
</li>
<li style=""font-weight: 400;"">Premium OEM Grade Carpeting <span style=""font-weight: 400;"">for factory look and durability.</span>
</li>
<li style=""font-weight: 400;"">Enclosure Dimensions <span style=""font-weight: 400;"">Mounting Depth:14”, Sub Cut Out: 14”, Height: 16”, Width: 21”, Depth: 16.25”</span>
</li>
</ul>]","[<p><strong><a href=""https://cdn.shopify.com/s/files/1/0494/3577/1042/files/crew_vs_extended_cab_pickup_truck_cab_styles.pdf"">TRUCK CAB GUIDE</a></strong></p>, <p><strong><b>Bbox E15SV Pro-Series 15” Single Vented Subwoofer Enclosure</b></strong></p>]"
E8DV,https://atrendusa.com/products/e8dv-8-dual-vented,"E8DV - 8"" Dual Vented Divided Chamber - 1 Inch Faceplate
","[<ul>
<li style=""font-weight: 400;"">Pro Tuned<span style=""font-weight: 400;""> 8” Dual Vented (divided air space) subwoofer enclosure designed for optimum bass response and low-frequency reproduction which is ideal for high power or sound quality subwoofers.</span>
</li>
<li style=""font-weight: 400;"">1” High-Grade MDF Front Baffle <span style=""font-weight: 400;"">for Ultimate structural rigidity and no-flex construction.</span>
</li>
<li style=""font-weight: 400;"">1.62 Cubic Feet Net Volume <span style=""font-weight: 400;"">internal air space (.81 cu. ft. per sub) is ideal for tight accurate bass reproduction.</span>
</li>
<li style=""font-weight: 400;"">CNC Miter &amp; Dado <span style=""font-weight: 400;"">design and construction for the ultimate in an airtight precision fit of all parts which ensures a rattle and noise-free environment.</span>
</li>
<li style=""font-weight: 400;"">Recessed Side Panels <span style=""font-weight: 400;"">increase structural integrity,</span> <span style=""font-weight: 400;"">eliminates unwanted flex and vibration.</span>
</li>
<li style=""font-weight: 400;"">Specially Formulated Aliphatic Wood Glue <span style=""font-weight: 400;"">to ensure an airtight seal between all MDF parts with a second application of glue around all internal joints after final assembly.</span>
</li>
<li style=""font-weight: 400;"">Pneumatic Applied Brad Nails <span style=""font-weight: 400;"">to pull tight and hold the MDF parts during the glue drying process and help assure a no-leak, no-rattle air chamber.</span>
</li>
<li style=""font-weight: 400;"">Premium OEM Grade Carpeting <span style=""font-weight: 400;"">for factory look and durability.</span>
</li>
<li style=""font-weight: 400;"">Enclosure Dimensions <span style=""font-weight: 400;"">Sub cut out: 7”, Mounting Depth: 14”, Height: 10.5”, Width: 24”, Depth: 16.625”, Tuning Frequency 32Hz</span>
</li>
</ul>]","[<p><a href=""https://cdn.shopify.com/s/files/1/0494/3577/1042/files/crew_vs_extended_cab_pickup_truck_cab_styles.pdf""><strong>TRUCK CAB GUIDE</strong></a></p>, <p><strong><b>Bbox E8DV Pro-Series 8” Dual Vented-Divided Subwoofer Enclosure</b></strong></p>]"
E8SV,https://atrendusa.com/products/e8sv-8-single-vented,"E8SV - 8"" Single Vented - 1 Inch Faceplate
","[<ul>
<li style=""font-weight: 400;"">Pro Tuned<span style=""font-weight: 400;""> 8” Single Sealed subwoofer enclosure designed for optimum bass response and low-frequency reproduction which is ideal for high power or sound quality subwoofers.</span>
</li>
<li style=""font-weight: 400;"">1” High-Grade MDF Front Baffle <span style=""font-weight: 400;"">for Ultimate structural rigidity and no-flex construction.</span>
</li>
<li style=""font-weight: 400;"">0.68 Cubic Feet Net Volume <span style=""font-weight: 400;"">internal air space is ideal for tight accurate bass reproduction.</span>
</li>
<li style=""font-weight: 400;"">CNC Miter &amp; Dado <span style=""font-weight: 400;"">design and construction for the ultimate in an air-tight precision fit of all parts which ensures a rattle and noise-free environment.</span>
</li>
<li style=""font-weight: 400;"">Recessed Side Panels <span style=""font-weight: 400;"">increase structural integrity,</span> <span style=""font-weight: 400;"">eliminates unwanted flex and vibration.</span>
</li>
<li style=""font-weight: 400;"">Specially Formulated Aliphatic Wood Glue <span style=""font-weight: 400;"">to ensure an airtight seal between all MDF parts with a second application of glue around all internal joints after final assembly.</span>
</li>
<li style=""font-weight: 400;"">Pneumatic Applied Brad Nails <span style=""font-weight: 400;"">to pull tight and hold the MDF parts during the glue drying process and help assure a no-leak, no-rattle air chamber.</span>
</li>
<li style=""font-weight: 400;"">Premium OEM Grade Carpeting <span style=""font-weight: 400;"">for factory look and durability.</span>
</li>
<li style=""font-weight: 400;"">Enclosure Dimensions <span style=""font-weight: 400;"">Sub cut out: 7”, mounting depth: 14.5”, Height: 10.”, Width: 12.”, Depth: 16.5”</span>
</li>
</ul>]","[<p><strong><a href=""https://cdn.shopify.com/s/files/1/0494/3577/1042/files/crew_vs_extended_cab_pickup_truck_cab_styles.pdf"">TRUCK CAB GUIDE</a></strong></p>, <p><strong><b>Bbox E8SV Pro-Series 8” Single vented Subwoofer Enclosure</b></strong></p>]"
A201-10CP,https://atrendusa.com/products/bbox-a201-10cp-single-10-sealed-carpeted-subwoofer-enclosure-fits-2002-2017-dodge-ram-quad-cab,"A201-10CP Single 10"" Sealed Carpeted  - Fits 2002 - 2018 Dodge Ram Quad Cab *2019 Legacy
","[<ul>
<li>Accu-Tuned 10” single sealed subwoofer enclosure designed for optimum bass response and low-frequency reproduction which is ideal for lower profile sound quality subwoofers.</li>
<li>Premium Carpet Finish</li>
<li>OEM-Fit is designed and engineered specifically for the 2002-2018 Dodge Ram Quad Cab *2019 Legacy trucks to ensure an OEM fit without impeding the operation of the back seat.</li>
<li>Soft Woven Polyfill Damping Material helps create a flatter frequency response, low bass extension, and simulates a larger net volume air space.</li>
<li>Specially Formulated Aliphatic Wood Glue to ensure an airtight seal between all MDF parts with the second application of glue around all internal joints after final assembly.</li>
<li>Dimensions Sub cut out: 9.125”, mounting depth: 6”, height: 7.25”, width: 32.7”, depth: 13.25”</li>
<li>May work with Legacy 2019 Vehicle Models </li>
</ul>]","[<p>Engineered and manufactured using only the best additives throughout the production cycle. Hardwood MDF combined with true mitered corners and full inset dados. Atrend line of product is built for the high-end niche market.</p>, <p>From design to delivery, Atrend products are tested vigorously to ensure sound quality and accurate engineering. Working with only the latest in computer automated software and machinery, Atrend continues to be a trendsetter in the marketplace. Atrend delivers quality results by utilizing only the most efficient engineering and manufacturing processes.</p>, <p>Atrend vehicle-specific enclosures are designed to fit within specific vehicle applications to help minimize the space of the subwoofer and also cleanly integrate into your vehicle without standing out.</p>]"
A122-12CPV,https://atrendusa.com/products/bbox-a122-12cpv-dual-12-vented-carpeted-subwoofer-enclosure-fits-universal,"A122-12CPV Dual 12"" Vented Carpeted  - Fits most SUV's behind back seat
","[<ul>
<li style=""font-weight: 400;"">Accu-Tuned<span style=""font-weight: 400;""> 12” Dual vented subwoofer enclosure designed for optimum bass response and low-frequency reproduction which is ideal for lower profile sound quality subwoofers.</span>
</li>
<li style=""font-weight: 400;"">Universal-Fit <span style=""font-weight: 400;"">is designed to be a universal fit for most trunks and SUV vehicles.</span>
</li>
<li style=""font-weight: 400;"">High-Grade MDF <span style=""font-weight: 400;"">for Ultimate structural rigidity and no-flex construction.</span>
</li>
<li style=""font-weight: 400;"">1 Cubic Feet Net Volume <span style=""font-weight: 400;"">internal air space (.5 per sub) is ideal for tight accurate bass reproduction.</span>
</li>
<li style=""font-weight: 400;"">Subwoofer Mounting Depth <span style=""font-weight: 400;"">is 11.5” which is ideal for most standard &amp; lower profile subwoofers.</span>
</li>
<li style=""font-weight: 400;"">Specially Formulated Aliphatic Wood Glue <span style=""font-weight: 400;"">to ensure an airtight seal between all MDF parts with a second application of glue around all internal joints after final assembly.</span>
</li>
<li style=""font-weight: 400;"">Pneumatic Applied Brad Nails <span style=""font-weight: 400;"">to pull tight and hold the MDF parts during the glue drying process and help assure a no-leak, no-rattle air chamber.</span>
</li>
<li style=""font-weight: 400;"">Premium OEM Grade Carpeting <span style=""font-weight: 400;"">for factory look and durability.</span>
</li>
<li style=""font-weight: 400;"">Dimensions <span style=""font-weight: 400;"">Sub cut out: 11.125”, Mounting Depth: 11.5”, Height: 14.5”, Width: 42”, Depth: 15”, Tuning Freq: 37Hz</span>
</li>
</ul>]","[<p><a href=""https://cdn.shopify.com/s/files/1/0494/3577/1042/files/crew_vs_extended_cab_pickup_truck_cab_styles.pdf""><strong>TRUCK CAB GUIDE</strong></a></p>, <p><strong><b>Bbox A122-12CPV Dual 12” Vented Down Firing Subwoofer Enclosure with Universal Fit</b></strong></p>]"
